Land;Gewässer;Station;Abholdatum / Uhrzeit;Messdatum / Uhrzeit;Durchfluss;Einheit Durchfluss;Pegel;Einheit Pegel;Temperatur;Einheit Temperatur;PH-Wert;Einheit PH-Wert;PH-Gehalt stromaufwärts;Einheit PH-Wert;Kalkgehalt;Einheit Kalkgehalt;Silikatgehalt;Einheit Silikatgehalt
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:10:03;12.08.21 19:09:23;47.4;m³/s;;;15.9;°C;6.26;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:10:03;12.08.21 18:57:45;29.5;m³/s;;;;;;;5.77;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:10:03;12.08.21 19:08:51;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:15:03;12.08.21 19:14:24;53.5;m³/s;214.0;cm;17.9;°C;6.48;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:15:03;12.08.21 19:14:24;47.4;m³/s;;;15.9;°C;6.25;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:15:03;12.08.21 18:57:43;29.5;m³/s;;;;;;;5.77;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:15:03;12.08.21 19:13:51;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:20:03;12.08.21 19:19:25;53.3;m³/s;213.6;cm;17.9;°C;6.69;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:20:03;12.08.21 19:19:24;46.9;m³/s;;;15.9;°C;6.25;pH;6.15;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:20:03;12.08.21 18:57:44;29.5;m³/s;;;;;;;5.77;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:20:03;12.08.21 19:18:50;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:25:03;12.08.21 19:24:24;53.3;m³/s;213.6;cm;17.9;°C;6.54;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:25:03;12.08.21 19:24:24;46.9;m³/s;;;15.9;°C;6.24;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:25:03;12.08.21 18:57:43;29.5;m³/s;;;;;;;5.77;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:25:03;12.08.21 19:23:51;10.8;m³/s;;;;;6.2;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:30:03;12.08.21 19:29:26;53.2;m³/s;213.2;cm;17.9;°C;6.59;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:30:03;12.08.21 19:29:24;46.9;m³/s;;;15.9;°C;6.26;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:30:03;12.08.21 19:27:59;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:30:03;12.08.21 19:28:51;10.8;m³/s;;;;;6.2;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:35:03;12.08.21 19:34:25;53.3;m³/s;213.6;cm;17.9;°C;6.62;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:35:03;12.08.21 19:34:23;46.9;m³/s;;;15.9;°C;6.26;pH;6.15;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:35:03;12.08.21 19:27:58;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:35:03;12.08.21 19:33:51;10.8;m³/s;;;;;6.2;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:40:03;12.08.21 19:39:26;53.2;m³/s;213.2;cm;17.9;°C;6.57;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:40:03;12.08.21 19:39:23;46.9;m³/s;;;15.9;°C;6.26;pH;6.16;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:40:03;12.08.21 19:27:59;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:40:03;12.08.21 19:38:49;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:45:04;12.08.21 19:44:24;53.2;m³/s;213.2;cm;17.9;°C;6.64;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:45:04;12.08.21 19:44:24;46.5;m³/s;;;15.9;°C;6.27;pH;6.16;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:45:04;12.08.21 19:27:57;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:45:04;12.08.21 19:43:49;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:50:04;12.08.21 19:49:25;53.2;m³/s;213.2;cm;17.9;°C;6.67;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:50:04;12.08.21 19:49:24;46.5;m³/s;;;15.9;°C;6.26;pH;6.15;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:50:04;12.08.21 19:27:58;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:50:04;12.08.21 19:49:48;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 19:55:04;12.08.21 19:53:25;53.2;m³/s;213.2;cm;17.9;°C;6.68;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 19:55:04;12.08.21 19:53:23;46.5;m³/s;;;15.9;°C;6.26;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 19:55:04;12.08.21 19:27:59;29.9;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 19:55:04;12.08.21 19:53:50;10.8;m³/s;;;;;6.21;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:00:04;12.08.21 19:58:25;53.0;m³/s;212.8;cm;17.9;°C;6.63;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:00:04;12.08.21 19:58:23;46.5;m³/s;;;15.9;°C;6.24;pH;6.15;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:00:04;12.08.21 19:57:13;29.5;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:00:04;12.08.21 19:58:50;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:05:03;12.08.21 20:03:26;53.0;m³/s;212.8;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:05:03;12.08.21 20:03:53;46.5;m³/s;;;15.9;°C;6.22;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:05:03;12.08.21 19:57:14;29.5;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:05:03;12.08.21 20:03:49;10.7;m³/s;;;;;6.21;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:10:03;12.08.21 20:08:24;53.0;m³/s;212.8;cm;17.9;°C;6.72;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:10:03;12.08.21 20:08:54;46.5;m³/s;;;15.9;°C;6.24;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:10:03;12.08.21 19:57:12;29.5;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:10:03;12.08.21 20:08:49;10.7;m³/s;;;;;6.22;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:15:03;12.08.21 20:13:25;53.0;m³/s;212.8;cm;17.9;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:15:03;12.08.21 20:13:54;46.5;m³/s;;;15.9;°C;6.23;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:15:03;12.08.21 19:57:13;29.5;m³/s;;;;;;;5.8;pH;51.3;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:15:03;12.08.21 20:13:49;10.5;m³/s;;;;;6.22;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:20:03;12.08.21 20:18:25;52.8;m³/s;212.3;cm;17.9;°C;6.46;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:20:03;12.08.21 20:18:54;46.5;m³/s;;;15.9;°C;6.27;pH;6.11;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:20:03;12.08.21 20:17:32;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:20:03;12.08.21 20:18:50;10.6;m³/s;;;;;6.22;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:25:03;12.08.21 20:23:26;52.6;m³/s;211.9;cm;17.9;°C;6.63;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:25:03;12.08.21 20:23:53;46.5;m³/s;;;15.9;°C;6.24;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:25:03;12.08.21 20:17:33;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:25:03;12.08.21 20:23:50;10.7;m³/s;;;;;6.19;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:30:03;12.08.21 20:28:25;52.6;m³/s;211.9;cm;17.9;°C;6.68;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:30:03;12.08.21 20:28:53;46.0;m³/s;;;15.9;°C;6.26;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:30:03;12.08.21 20:17:32;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:30:03;12.08.21 20:28:50;10.7;m³/s;;;;;6.19;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:35:03;12.08.21 20:33:26;52.6;m³/s;211.9;cm;17.9;°C;6.57;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:35:03;12.08.21 20:33:54;46.0;m³/s;;;15.9;°C;6.25;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:35:03;12.08.21 20:17:33;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:35:03;12.08.21 20:33:49;10.7;m³/s;;;;;6.19;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:40:03;12.08.21 20:38:24;52.6;m³/s;211.9;cm;17.9;°C;6.58;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:40:03;12.08.21 20:38:54;46.0;m³/s;;;15.9;°C;6.25;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:40:03;12.08.21 20:38:43;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:40:03;12.08.21 20:38:49;10.6;m³/s;;;;;6.18;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:45:03;12.08.21 20:43:25;52.5;m³/s;211.5;cm;17.9;°C;6.56;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:45:03;12.08.21 20:43:54;46.0;m³/s;;;15.9;°C;6.24;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:45:03;12.08.21 20:38:44;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:45:03;12.08.21 20:43:48;10.7;m³/s;;;;;6.18;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:50:03;12.08.21 20:48:25;52.5;m³/s;211.5;cm;17.9;°C;6.69;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:50:03;12.08.21 20:48:54;46.0;m³/s;;;15.9;°C;6.24;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:50:03;12.08.21 20:38:44;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:50:03;12.08.21 20:48:49;10.7;m³/s;;;;;6.18;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 20:55:03;12.08.21 20:53:26;52.2;m³/s;211.0;cm;17.9;°C;6.56;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 20:55:03;12.08.21 20:53:53;46.5;m³/s;;;15.9;°C;6.22;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 20:55:03;12.08.21 20:38:45;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 20:55:03;12.08.21 20:53:49;10.7;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:00:03;12.08.21 20:58:25;52.2;m³/s;211.0;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:00:03;12.08.21 20:58:53;46.5;m³/s;;;15.8;°C;6.2;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:00:03;12.08.21 20:38:44;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:00:03;12.08.21 20:58:50;10.7;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:05:03;12.08.21 21:03:26;52.2;m³/s;211.0;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:05:03;12.08.21 21:03:54;46.5;m³/s;;;15.9;°C;6.22;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:05:03;12.08.21 20:38:45;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:05:03;12.08.21 21:03:49;10.7;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:10:03;12.08.21 21:08:23;52.1;m³/s;210.6;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:10:03;12.08.21 21:08:54;46.5;m³/s;;;15.9;°C;6.22;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:10:03;12.08.21 20:38:43;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:10:03;12.08.21 21:08:49;10.7;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:15:03;12.08.21 21:13:26;52.1;m³/s;210.6;cm;17.9;°C;6.52;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:15:03;12.08.21 21:13:54;46.5;m³/s;;;15.8;°C;6.23;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:15:03;12.08.21 20:38:45;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:15:03;12.08.21 21:13:49;10.7;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:20:03;12.08.21 21:18:24;52.1;m³/s;210.6;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:20:03;12.08.21 21:18:53;46.9;m³/s;;;15.9;°C;6.21;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:20:03;12.08.21 20:38:44;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:20:03;12.08.21 21:18:50;10.6;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:25:03;12.08.21 21:23:26;52.1;m³/s;210.6;cm;17.9;°C;6.52;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:25:03;12.08.21 21:23:53;46.9;m³/s;;;15.8;°C;6.21;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:25:03;12.08.21 20:38:45;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:25:03;12.08.21 21:23:49;10.8;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:30:03;12.08.21 21:28:25;52.1;m³/s;210.6;cm;17.9;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:30:03;12.08.21 21:28:53;46.9;m³/s;;;15.8;°C;6.2;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:30:03;12.08.21 20:38:44;29.1;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:30:03;12.08.21 21:28:49;10.5;m³/s;;;;;6.17;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:35:03;12.08.21 21:34:24;52.1;m³/s;210.6;cm;17.9;°C;6.59;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:35:03;12.08.21 21:34:24;46.9;m³/s;;;15.9;°C;6.2;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:35:03;12.08.21 21:30:30;29.5;m³/s;;;;;;;5.78;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:35:03;12.08.21 21:33:48;10.5;m³/s;;;;;6.17;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:40:03;12.08.21 21:39:24;51.9;m³/s;210.2;cm;17.9;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:40:03;12.08.21 21:39:24;46.9;m³/s;;;15.9;°C;6.21;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:40:03;12.08.21 21:30:30;29.5;m³/s;;;;;;;5.78;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:40:03;12.08.21 21:38:49;10.6;m³/s;;;;;6.17;pH;5.98;pH;20.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:45:03;12.08.21 21:44:25;51.7;m³/s;209.7;cm;17.9;°C;6.64;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:45:03;12.08.21 21:44:24;46.9;m³/s;;;15.9;°C;6.21;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:45:03;12.08.21 21:30:31;29.5;m³/s;;;;;;;5.78;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:45:03;12.08.21 21:43:50;10.6;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:50:03;12.08.21 21:49:25;51.5;m³/s;209.3;cm;17.8;°C;6.66;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:50:03;12.08.21 21:49:23;46.9;m³/s;;;15.8;°C;6.21;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:50:03;12.08.21 21:30:30;29.5;m³/s;;;;;;;5.78;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:50:03;12.08.21 21:48:50;10.6;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 21:55:03;12.08.21 21:54:26;51.7;m³/s;209.7;cm;17.8;°C;6.61;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 21:55:03;12.08.21 21:54:23;46.9;m³/s;;;15.9;°C;6.21;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 21:55:03;12.08.21 21:51:11;29.5;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 21:55:03;12.08.21 21:53:49;10.6;m³/s;;;;;6.17;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 22:00:03;12.08.21 21:59:24;51.5;m³/s;209.3;cm;17.8;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 22:00:03;12.08.21 21:59:24;46.9;m³/s;;;15.9;°C;6.2;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 22:00:03;12.08.21 21:51:09;29.5;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 22:00:03;12.08.21 21:58:49;10.7;m³/s;;;;;6.15;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 22:05:03;12.08.21 22:04:26;51.4;m³/s;208.9;cm;17.8;°C;6.46;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 22:05:03;12.08.21 22:04:24;46.9;m³/s;;;15.9;°C;6.2;pH;6.13;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 22:05:03;12.08.21 21:51:11;29.5;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 22:05:03;12.08.21 22:03:49;10.6;m³/s;;;;;6.15;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 22:10:03;12.08.21 22:09:25;51.5;m³/s;209.3;cm;17.8;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 22:10:03;12.08.21 22:09:24;47.4;m³/s;;;15.9;°C;6.21;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 22:10:03;12.08.21 21:51:10;29.5;m³/s;;;;;;;5.8;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 22:10:03;12.08.21 22:08:48;10.6;m³/s;;;;;6.15;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 22:15:03;12.08.21 22:14:26;51.7;m³/s;209.7;cm;17.8;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 22:15:03;12.08.21 22:14:24;47.4;m³/s;;;15.9;°C;6.2;pH;6.14;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;12.08.2021 22:15:03;12.08.21 22:11:22;29.5;m³/s;;;;;;;5.78;pH;51.2;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;12.08.2021 22:15:03;12.08.21 22:13:49;10.5;m³/s;;;;;6.15;pH;5.98;pH;20.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;12.08.2021 22:20:03;12.08.21 22:19:26;51.7;m³/s;209.7;cm;17.8;°C;6.51;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;12.08.2021 22:20:03;12.08.21 22:19:23;47.4;m³/s;;;15.9;°C;6.18;pH;6.14;pH;35.3;tonn;;
